"avatarThumbnail","cid","createTime","createTimeISO","diggCount","input","likedByAuthor","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ef6fe62e08f2fa9717f1ccf59b33ac1d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=94d5fdf0&x-expires=1747476000&x-signature=i17JhZwEjUwPO2oOjzT%2BJ%2FAkcwE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7497083057632887570","1745550694","2025-04-25T03:11:34.000Z","13","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"0","https://vt.tiktok.com/ZShQTRhDB/","terlihat sadis tapi jika flashback 'itu bangunan liar'","7258014157789479941","san.death4","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6009ee2b5b8971dd1d1d09eecf3e7a6e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bdc3bce1&x-expires=1747476000&x-signature=WF0fdHV0gF4tXivH5w8V19Pc9bU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7496806976031769362","1745486407","2025-04-24T09:20:07.000Z","3663","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"21","https://vt.tiktok.com/ZShQTRhDB/","bermula jualan asongan, jual pinggir jalan, buat stand kecil, buat kios kecil, buat kios agak gede , buat warung semi permanen, buat rumah😂🤣","6548374343889256449","sleepcalll__","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/5015c1de2b3e9f46a8a7a2659756772b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1b422782&x-expires=1747476000&x-signature=XYlkfmf7FtvOPEEXP%2Bx5aoE5tT4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7485996050868716308","1742969295","2025-03-26T06:08:15.000Z","580","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"10","https://vt.tiktok.com/ZShQTRhDB/","manyala KDM . janji ya jadi RI 1 2029.💕💕","7026120793752339457","srisuwartimulyo","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/23396fb25e93edd8fd58eab76622d085~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=11028e0d&x-expires=1747476000&x-signature=MCLnAf3oVGnpZcf6gFKVcesSVRU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7495341516895699730","1745145208","2025-04-20T10:33:28.000Z","7","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"0","https://vt.tiktok.com/ZShQTRhDB/","kasian yg terdampak banjir malah ribuan orang, gara2 bangunan liar yg tidak betul","7016638342305989659","bungaprimadona6","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/ce76af54b65e8d2fa3d9c956c6b01242~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aea961d5&x-expires=1747476000&x-signature=Soq9Q7ubqDJCGUxq26P7wO5yZpk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7497844284454224647","1745727936","2025-04-27T04:25:36.000Z","332","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"3","https://vt.tiktok.com/ZShQTRhDB/","bangun rmh disitu eh buang sampahnya di sungai🤪","6688276722359616514","rafoyt","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p19-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/edd4b3478400765f94022bfe32775599~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5d32504c&x-expires=1747476000&x-signature=a1EREF1DcF%2F2NEuqme19fbbBWiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7497927692668076821","1745747342","2025-04-27T09:49:02.000Z","10","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"0","https://vt.tiktok.com/ZShQTRhDB/","Kami butuh pemimpin seperti kang Dedi ,semoga kelak kang Dedi menjadi presiden Indonesia tercinta Aamiin Allahumma Aamiin 🤲🏻🤲🏻","6922720615473103873","_rohidah_","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5ad4c425e19555d42c28cd364339955c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3e843f34&x-expires=1747476000&x-signature=D98kcvEaURIeOwm4LQUyp4faq6M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7489731527619511061","1743839034","2025-04-05T07:43:54.000Z","25","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"1","https://vt.tiktok.com/ZShQTRhDB/","kerja nyata tanpa omon omon bapa aing KDM joss","7435067864845730872","indragunawan90308","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/988af3abf2bf9126714f5bc8dae90971~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fb19aba0&x-expires=1747476000&x-signature=cvzuVgvrxqmf2q40zWUaPNzysmU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7494963834899366674","1745057271","2025-04-19T10:07:51.000Z","6","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"0","https://vt.tiktok.com/ZShQTRhDB/","calon presiden selanjutnya kdm","6553847750302957570","uciieviani","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ab2e2681a3dc83e4df9ebb5756979dd5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bbd4aded&x-expires=1747476000&x-signature=ieTJdFheHgovx9%2BfZQeIl82yamI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7495682619625489160","1745224632","2025-04-21T08:37:12.000Z","2470","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"77","https://vt.tiktok.com/ZShQTRhDB/","Ridwan Kamil ngapain aje ,masa jabatan abis GK ada sepak terjangnya ,gubernur gue Dedy Mulyadi langsung bikin gebrakan.","7130449126579782682","irmawati.toyib","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7434741864dc9e6525c5092c7c8fd15f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=085910a1&x-expires=1747476000&x-signature=o8iIiLQo6hJJN6xZTh1QD13rZ7M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7486089946865730322","1742991159","2025-03-26T12:12:39.000Z","333","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"24","https://vt.tiktok.com/ZShQTRhDB/","bisa tukar tambah gak sama gub DKI..","7266733571724493830","ken_owie","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/7361804370349785120~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d4902445&x-expires=1747476000&x-signature=1psb8czpk8f5xsF1TqnZWqqBhDc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7496422031711699733","1745396793","2025-04-23T08:26:33.000Z","15","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"0","https://vt.tiktok.com/ZShQTRhDB/","Alhamdulillah JAWA BARAT akhirnya punya Gurbernur . setelah beberapa tahun silam tidak punya Gurbernur","7171429380912186374","rio_kurniawan94","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/675d2be816c382fc38f1338da6f67e09~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2c6b6783&x-expires=1747476000&x-signature=m5BDMco0Ae%2Fr4BTrX3Ut3onj16I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7496997246245929735","1745530764","2025-04-24T21:39:24.000Z","6","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"0","https://vt.tiktok.com/ZShQTRhDB/","gmn ga banjir
itu isinya sampah semua jir","6801003099769095170","mirosic29","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/5bc68d352568ed027e3e95494e7704b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6043eb92&x-expires=1747476000&x-signature=xbWYH74l7lnbucytNB5smLZSShw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7495602334815666962","1745205930","2025-04-21T03:25:30.000Z","7","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"0","https://vt.tiktok.com/ZShQTRhDB/","kalau banyak pemimpin kaya pak dedi pasti indonesia banyak kemajuaaan","7260509222440289286","yulianaritzhal","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/dfeb8a500b987b0d1b85aa309cb1e264~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5e584371&x-expires=1747476000&x-signature=t5I1BKzZoTcdhWD3LOopEiwRcyA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7486040154323813125","1742979598","2025-03-26T08:59:58.000Z","52","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"1","https://vt.tiktok.com/ZShQTRhDB/","ini baru gubernur JABAR, klw yg kemaren itu gubernur bandung, lom pernah lht dy RK, meninjau bekasi waktu dy jadi gubernur JABAR, sehat slalu KDM.","7381164894370432017","harry.shaqirry","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7318762178084634629~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e089e5bb&x-expires=1747476000&x-signature=kkWQEOd7wzwyFF48xmBfZ80pi1Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7486029286089474824","1742977035","2025-03-26T08:17:15.000Z","191","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"6","https://vt.tiktok.com/ZShQTRhDB/","Moga2 banyak ikan nanti nya","7098557376144737281","adrilyanuar","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ebb56bc0d61554a19c24454979962afb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1c479678&x-expires=1747476000&x-signature=lOPDOuLSej%2F51GkCn8URmKhIazY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7497891230724309778","1745738866","2025-04-27T07:27:46.000Z","19","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"0","https://vt.tiktok.com/ZShQTRhDB/","ko bisa mereka bangun di dekat sungai🤔","6727438174006576129","yanatahir507","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=545a5e3c&x-expires=1747476000&x-signature=c%2FpsGTxQU2ANArIFurbQo6DGHP0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7495581907439551239","1745201181","2025-04-21T02:06:21.000Z","6","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"0","https://vt.tiktok.com/ZShQTRhDB/","semoga panjang umur pk gubernur Jawa Barat,bp aing","7331736583097762821","imah60368","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9d6cb79c64a336b3971e61e8145e93fd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9b7ebee4&x-expires=1747476000&x-signature=AFKnd3%2Flaoxbb6dAuGuQiUTOHFc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7497872347967341319","1745734455","2025-04-27T06:14:15.000Z","5","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"0","https://vt.tiktok.com/ZShQTRhDB/","malah ke inget
Indonesia, Malaysia, Bekasi Eyeyyyyyyyyy","6931983608354522114","vanzkuy_098","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/4f3ed19d757f78a02cc7f7592dd51554~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cb89b433&x-expires=1747476000&x-signature=t%2BK8zpqfywimFef7sRyaV2ZjkbE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7485883676724200199","1742943148","2025-03-25T22:52:28.000Z","28","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"0","https://vt.tiktok.com/ZShQTRhDB/","hebat lah gebrakan KDM...","7325467200922469382","user5497879028572","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/dd879e22f0a4aeb89ccbb0886d65b017~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d76d4ef1&x-expires=1747476000&x-signature=Ct40G0U%2FP3oWk5DSkzaccnv7GSQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7486332870920061712","1743047732","2025-03-27T03:55:32.000Z","987","https://vt.tiktok.com/ZShQTRhDB/","false","false",,"221","https://vt.tiktok.com/ZShQTRhDB/","anis mulu
dulu anis jadi gubernir dki apa hasil nya","7417446305847165958","ibunna2","https://www.tiktok.com/@tribun.jakarta/video/7485643807405427969"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b9d796e310b1dfd33d094444b1a6d318~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=830414aa&x-expires=1747476000&x-signature=SuPuNPNDUPN9gYbHNwi6kTGl7o0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7504626245692228359","1747306976","2025-05-15T11:02:56.000Z","0","https://vt.tiktok.com/ZShQ3coLJ/","false","false",,"0","https://vt.tiktok.com/ZShQ3coLJ/","s7","7180350518848586753",".istri_host","https://www.tiktok.com/@alinezad/video/7499872116838698247"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/abedc38fc369b70520d36aeb92afc383~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=443e6b41&x-expires=1747476000&x-signature=c84K7HUJr%2FXQibvsAcv2AJCX2uY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7504646092975424264","1747311594","2025-05-15T12:19:54.000Z","0","https://vt.tiktok.com/ZShQ3coLJ/","false","false",,"0","https://vt.tiktok.com/ZShQ3coLJ/","Yes True I Agree 👍","7261456385366393862","elen.purnawanti3","https://www.tiktok.com/@alinezad/video/7499872116838698247"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1b0e627a13f8b84f8cb2890a29aa3015~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c5e60d46&x-expires=1747476000&x-signature=6qsBv9UCEHWNQBXjb8B4fcaUXj0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7504915779957113608","1747374389","2025-05-16T05:46:29.000Z","0","https://vt.tiktok.com/ZShQ3coLJ/","false","false",,"0","https://vt.tiktok.com/ZShQ3coLJ/","S7","6944579637108556805","erma2107","https://www.tiktok.com/@alinezad/video/7499872116838698247"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5570c183404fe4b4f1caa47f4e45fe58~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3f0581b9&x-expires=1747476000&x-signature=xdM7ik77tdpn2qooUTXrjH%2BD80c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7500012923760165652","1746232866","2025-05-03T00:41:06.000Z","3890","https://vt.tiktok.com/ZShQ3coLJ/","false","false",,"21","https://vt.tiktok.com/ZShQ3coLJ/","KDM : KANG DEDI MULYADI ❌
KDM : KING DEDI MULYADI ✅👑","7161054690456273946","rinzzz123_","https://www.tiktok.com/@alinezad/video/7499872116838698247"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/aa82cb18596da026d4bc24a5da87e253~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9519f660&x-expires=1747476000&x-signature=a%2FTWdiAm%2B63J9vLLWF2xiC4E3fo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7500171260463694600","1746269724","2025-05-03T10:55:24.000Z","1132","https://vt.tiktok.com/ZShQ3coLJ/","false","false",,"16","https://vt.tiktok.com/ZShQ3coLJ/","saya orang minang (sumatra barat) tapi SELALU pantengin kegiatan kang DEDI MULYADI","6540160117848555521","dawankhann","https://www.tiktok.com/@alinezad/video/7499872116838698247"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/be3b535287bddaf1d17c304c3cc7c915~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=182c843b&x-expires=1747476000&x-signature=iFVb2sfPuhH5UxHkaU7pTXePzoo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7500176846056899346","1746271023","2025-05-03T11:17:03.000Z","43","https://vt.tiktok.com/ZShQ3coLJ/","false","false",,"0","https://vt.tiktok.com/ZShQ3coLJ/","kang DEDI MULYADI tida perna gagal memimping rakyat 👍👍","7110810204413248513","ejuss95","https://www.tiktok.com/@alinezad/video/7499872116838698247"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/5539fa3bb40f3dbdebc4b8fd3e20f1ec~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8249dfef&x-expires=1747476000&x-signature=d4FdbN94hY4EmAaUWp2CcE66ub0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7499999156644905746","1746229668","2025-05-02T23:47:48.000Z","1715","https://vt.tiktok.com/ZShQ3coLJ/","false","false",,"17","https://vt.tiktok.com/ZShQ3coLJ/","Indonesia emas dimulai dari jawa barat insyaallah, kang dedi Gubernur aing","7431941603286139925","hana.anna54","https://www.tiktok.com/@alinezad/video/7499872116838698247"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/04234915badc1779b45e8d1132d853d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5af74460&x-expires=1747476000&x-signature=tNjd%2B7rg6Szt8%2FaGcbI%2F3HvQsuo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7499981591407723271","1746225589","2025-05-02T22:39:49.000Z","595","https://vt.tiktok.com/ZShQ3coLJ/","false","false",,"4","https://vt.tiktok.com/ZShQ3coLJ/","sangat setuju karena untuk mendidik semoga presiden menerapkan wajib","7299531357305652226","user3517270960572","https://www.tiktok.com/@alinezad/video/7499872116838698247"
